#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-27T22:36:49 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ51f44b552540 
#INFO -out.max=99999 
#INFO queryParameters=11 
#-oc.form=sexa
#-out.max=99999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/632/266&tab:{J/ApJ/632/266/table2}&key:source=J/ApJ/632/266&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/ApJ/632/266/table2
#-order=I
#-out=Vmag
#-out=Imag
#-out=Class
#

#RESOURCE=yCat_16320266
#Name: J/ApJ/632/266
#Title: WFPC2 photometry of the globular cluster M5 (Layden+, 2005)
#Table J_ApJ_632_266_table2:
#Name: J/ApJ/632/266/table2
#Title: WFPC2 photometry
#---Details of Columns:
    Vmag (mag) (F6.3)  HST/WFPC2 F555W V band magnitude [ucd=phot.mag;em.opt.V]
    Imag (mag) (F6.3)  HST/WFPC2 F814W I band magnitude [ucd=phot.mag;em.opt.I]
    Class      (F5.2)  SExtractor class indicator of object (5) [ucd=meta.code.class]
------ ------ -----
20.634 19.802  0.98
24.977 23.203  0.99
22.450 21.173  0.99
23.882 22.259  0.60
23.255 21.738  0.89
21.989 20.805  1.00
23.167 21.687  0.99
24.852 22.871  0.13
26.521 25.765  0.05
19.931 19.216  0.98
22.877 21.488  1.00
20.745 19.861  1.00
24.622 22.883  0.78
26.043 24.092  0.55
26.878 24.364  0.48
24.731 22.934  0.85
24.054 22.427  0.89
25.371 25.860  0.02
24.559 22.829  0.98
22.632 21.284  0.99
23.625 22.046  0.98
27.313 25.096  0.01
26.859 24.585  0.16
23.480 21.917  0.99
23.590 22.032  0.98
21.285 20.265  0.98
26.934 24.551  0.00
20.017 19.301  0.04
25.568 23.474  1.00
24.051 22.358  1.00
25.063 23.286  0.80
20.050 19.308  0.98
21.344 20.349  0.98
22.930 21.490  0.99
24.051 22.385  1.00
19.382 18.721  0.98
21.716 20.652  0.98
23.073 21.610  1.00
22.968 21.616  0.30
26.115 24.083  0.02
27.110 24.780  0.83
22.337 21.087  0.97
23.248 21.747  0.98
25.152 23.220  0.36
19.981 19.212  1.00
26.484 24.414  0.80
20.964 20.079  0.98
26.662 26.460  0.81
21.407 20.404  0.98
23.154 21.677  0.97
25.374 23.454  0.92
27.879 26.761  0.13
24.617 22.935  0.98
19.637 18.963  1.00
24.109 22.475  0.99
24.255 22.516  0.87
24.529 22.809  0.04
26.206 24.272  0.89
25.684 23.724  0.85
23.200 21.719  0.98
24.610 22.843  0.93
24.615 22.864  0.98
27.136 24.982  0.00
27.024 24.675  0.04
20.107 19.363  0.98
24.693 22.990  0.15
27.251 26.668  0.00
27.379 26.288  0.00
25.983 23.967  0.88
24.549 22.797  1.00
24.305 22.633  0.94
23.590 22.022  0.94
24.421 22.691  1.00
22.932 21.521  1.00
27.398 26.686  0.10
22.020 20.856  0.99
20.189 19.406  0.98
25.517 23.664  0.03
20.066 19.305  0.98
21.511 20.498  0.98
24.500 22.724  0.98
22.777 21.367  0.98
25.184 23.392  1.00
24.346 22.641  1.00
24.366 22.645  0.96
22.317 21.069  0.92
27.466 26.200  0.01
24.352 22.629  0.99
24.698 22.949  0.93
20.966 20.052  0.97
22.843 21.441  0.98
25.827 25.918  0.00
21.675 21.918  0.92
24.363 22.638  0.97
20.479 19.651  0.97
26.153 24.114  0.02
24.057 22.398  0.16
25.606 23.545  0.98
25.356 23.429  0.99
27.475 26.897  0.00
24.317 22.567  1.00
25.980 23.963  0.29
19.846 19.121  0.98
23.113 21.640  0.97
25.739 23.868  0.99
22.444 21.143  1.00
25.495 23.606  0.34
27.326 27.079  0.71
20.492 19.675  0.98
25.214 23.389  0.03
26.106 25.486  0.05
25.054 23.248  0.98
23.330 21.800  1.00
21.572 20.524  1.00
19.835 19.119  1.00
19.651 19.007  0.98
22.551 21.238  0.95
19.596 18.923  1.00
23.493 21.801  0.99
26.833 24.551  0.01
24.276 22.578  1.00
22.611 21.254  0.99
22.453 21.155  0.98
22.754 21.376  0.99
22.766 21.405  1.00
22.559 20.907  0.03
25.317 23.445  0.55
21.618 20.551  0.99
24.822 23.038  1.00
25.256 23.392  1.00
25.263 23.356  0.98
20.465 19.667  0.98
24.620 22.887  0.78
23.293 21.785  0.96
26.075 26.469  0.01
24.198 22.496  1.00
22.921 21.467  0.99
24.929 23.148  0.84
22.100 20.923  1.00
24.881 23.090  0.11
20.067 19.301  1.00
24.278 22.576  0.98
27.425 26.949  0.01
23.878 22.245  0.95
26.577 24.504  0.19
23.904 22.630  0.03
24.363 22.675  1.00
19.111 18.472  0.99
20.354 19.543  0.99
25.275 23.332  0.51
26.555 26.512  0.00
23.468 21.914  1.00
24.760 22.831  0.94
24.061 22.412  1.00
24.876 23.099  0.21
25.439 23.577  0.44
24.545 22.772  0.19
24.172 22.327  0.03
23.675 22.106  0.98
24.831 23.081  0.86
23.973 22.318  1.00
25.080 23.219  1.00
25.779 23.710  0.04
25.117 23.244  0.99
25.134 23.328  0.10
26.482 26.716  0.00
26.833 24.789  0.07
26.059 24.123  0.56
23.100 21.628  1.00
24.249 22.531  0.86
25.120 23.275  0.17
21.090 20.164  0.98
27.247 26.634  0.01
25.785 23.773  0.86
21.401 20.392  0.98
26.708 24.547  0.07
20.385 19.590  0.98
23.639 22.038  0.83
25.578 23.502  0.93
27.286 26.390  0.10
25.149 23.321  0.86
27.326 26.401  0.00
25.721 23.925  0.20
24.692 22.935  1.00
21.953 20.816  0.92
24.251 22.568  0.52
23.984 22.318  0.98
25.891 23.984  0.39
21.856 20.710  1.00
24.516 22.782  0.97
24.914 23.037  0.11
20.163 19.407  1.00
19.402 18.729  1.00
21.116 20.196  0.98
19.534 18.853  0.98
25.391 23.540  0.57
25.877 26.346  0.00
27.147 24.998  0.77
23.558 21.994  1.00
24.168 22.493  1.00
22.035 20.886  1.00
22.411 21.090  0.20
25.936 24.969  0.11
25.573 23.693  0.97
25.356 23.446  0.99
19.208 18.581  1.00
24.800 23.002  0.96
26.321 24.132  0.08
27.366 26.624  0.00
20.629 19.789  0.98
25.209 23.409  1.00
21.467 20.467  0.99
23.952 22.298  0.97
22.503 21.176  0.99
24.086 22.431  1.00
26.119 23.942  0.68
20.061 19.298  1.00
21.943 20.780  1.00
26.386 24.238  0.89
19.169 18.538  0.98
21.519 20.485  0.99
25.557 23.629  0.75
25.751 23.733  0.88
24.976 23.121  1.00
25.905 23.997  0.95
21.493 20.470  1.00
26.161 24.042  0.87
25.114 23.379  0.03
23.601 22.012  0.85
20.109 19.350  0.98
25.606 23.654  0.61
25.915 23.895  0.97
25.670 23.725  0.99
24.844 23.034  1.00
24.330 22.599  0.96
22.713 21.342  0.99
26.650 24.536  0.04
27.412 26.734  0.00
27.022 26.124  0.00
21.123 20.093  1.00
27.662 26.353  0.01
25.918 23.990  0.58
27.207 26.431  0.14
21.258 20.298  0.98
23.853 22.231  0.98
21.070 19.944  0.99
22.714 21.341  0.99
24.622 22.834  0.98
27.058 25.877  0.00
23.785 22.216  0.99
21.089 20.138  0.98
20.769 19.900  1.00
24.288 22.588  0.95
25.517 23.675  0.97
27.366 26.852  0.39
24.465 22.699  0.98
25.710 25.063  0.23
19.398 18.737  1.00
24.611 22.877  1.00
26.024 24.223  0.96
24.587 22.803  1.00
24.521 22.790  1.00
27.170 24.828  0.00
24.243 22.555  0.72
23.413 21.883  0.04
24.766 22.979  0.09
25.760 23.820  0.80
25.406 23.504  0.05
24.672 22.943  0.71
27.177 25.027  0.02
22.754 21.381  0.99
25.095 23.392  0.79
23.547 22.046  0.71
23.753 22.142  0.97
27.497 26.721  0.14
22.192 20.996  1.00
23.609 22.004  1.00
27.542 26.256  0.72
23.646 19.988  1.00
24.816 23.073  1.00
25.279 23.360  0.87
24.510 22.744  1.00
20.550 19.727  0.98
20.863 19.984  1.00
25.775 23.796  0.98
24.029 22.381  0.97
25.856 24.011  0.97
24.984 23.171  1.00
19.222 18.573  0.98
21.564 20.516  0.99
26.613 24.986  0.19
27.478 25.632  0.41
22.254 21.030  0.98
25.487 23.535  0.80
23.860 22.242  0.84
25.112 23.232  0.18
25.399 23.515  0.89
27.439 26.962  0.09
19.195 18.558  1.00
24.052 22.389  0.89
26.593 24.497  0.48
24.945 23.171  1.00
27.212 26.706  0.00
26.012 24.136  0.99
27.495 26.880  0.08
22.414 21.130  0.99
24.041 22.377  1.00
24.434 22.608  1.00
26.170 24.205  0.90
27.091 24.749  0.04
19.792 19.090  1.00
24.473 22.714  1.00
27.139 25.059  0.64
22.957 21.529  0.98
20.179 19.409  1.00
25.768 23.770  0.92
27.401 26.966  0.01
25.922 23.955  0.37
24.628 22.831  1.00
22.873 21.463  0.99
27.261 26.664  0.01
23.841 22.197  0.98
23.844 22.208  0.58
25.226 23.390  0.18
25.341 23.478  0.85
25.573 23.864  0.26
24.827 23.050  0.97
18.961 18.327  1.00
24.603 22.882  0.77
26.279 24.161  0.73
21.313 20.316  0.98
24.151 22.438  0.98
24.669 22.939  0.53
25.201 23.335  0.99
24.940 23.145  0.33
21.224 20.281  1.00
26.201 24.175  0.30
19.545 18.866  0.98
20.434 19.615  0.98
25.111 23.143  0.15
23.976 22.311  0.95
26.453 24.458  0.79
23.396 21.695  0.98
24.113 22.447  0.35
26.904 24.614  0.91
26.525 24.637  0.00
19.656 19.001  1.00
26.267 24.148  0.51
24.912 23.061  0.96
18.899 18.274  0.99
25.735 23.885  0.53
20.384 19.580  1.00
25.509 23.684  0.95
21.689 20.603  0.98
27.374 26.212  0.02
19.898 19.225  0.99
27.414 26.918  0.02
24.037 22.362  1.00
23.591 22.005  0.98
23.868 22.233  0.92
22.054 20.882  0.99
22.217 21.006  1.00
22.526 21.202  0.99
23.268 21.750  1.00
26.295 24.236  0.93
23.732 22.099  0.98
24.265 22.594  0.40
26.333 25.605  0.00
25.237 23.391  0.98
22.561 21.222  1.00
26.945 25.692  0.13
23.131 21.651  0.99
22.370 21.028  1.00
24.001 22.320  0.98
23.626 22.024  0.98
24.172 22.472  0.97
25.264 23.398  0.99
23.306 21.796  0.99
22.673 21.065  0.99
17.794 16.996  0.98
25.683 23.834  0.77
24.717 22.924  1.00
23.717 22.093  0.74
24.284 22.527  0.85
27.055 26.247  0.67
24.093 22.438  0.69
25.288 23.460  0.97
26.198 24.115  0.47
21.428 20.402  0.98
23.085 21.625  0.99
23.004 21.582  0.98
24.904 23.162  0.79
25.352 23.452  0.98
25.451 23.495  1.00
26.483 24.525  0.99
24.079 22.406  0.95
19.260 18.604  0.98
26.178 24.228  0.88
21.114 20.160  1.00
19.026 18.391  0.99
25.776 23.883  1.00
25.194 23.325  0.99
26.638 26.348  0.76
24.124 22.461  0.98
24.702 22.917  1.00
19.803 19.063  1.00
23.486 21.919  0.99
27.844 26.255  0.09
24.485 22.824  0.03
24.696 22.965  0.81
21.486 20.444  0.98
23.892 22.268  0.92
25.374 23.479  0.88
23.524 21.970  0.93
26.116 24.115  0.92
25.110 23.319  0.39
27.207 26.551  0.00
20.889 19.991  0.98
27.237 26.486  0.00
22.531 21.228  0.99
22.611 21.252  0.99
21.280 20.305  0.99
20.239 19.472  1.00
25.913 24.091  0.96
24.699 22.903  0.97
24.734 22.981  0.21
24.708 22.916  0.66
27.695 27.020  0.02
25.782 23.857  0.98
24.947 23.134  0.88
23.401 21.800  0.87
20.375 19.541  1.00
18.483 17.907  1.00
26.221 24.297  0.18
25.034 23.173  0.98
25.872 23.993  0.95
26.910 25.658  0.00
26.714 24.750  0.00
23.459 21.915  0.97
25.888 23.930  0.09
27.302 26.835  0.00
23.199 21.684  0.99
25.419 23.642  0.17
24.331 22.610  0.34
25.615 23.624  0.97
24.481 22.775  1.00
24.885 23.068  0.98
26.907 26.240  0.00
24.295 22.611  1.00
24.636 22.897  0.89
25.243 23.382  0.99
20.086 19.315  0.99
24.981 23.150  0.06
19.805 19.087  0.98
26.208 24.174  0.91
25.802 23.907  0.73
25.352 23.463  0.89
20.461 19.652  1.00
27.177 26.822  0.02
24.624 22.840  0.03
22.404 20.988  1.00
26.168 23.933  0.00
25.069 23.212  0.69
24.590 22.861  0.80
25.214 25.399  0.99
21.351 20.324  1.00
26.499 24.480  0.83
24.854 23.015  0.94
23.099 21.654  0.99
23.648 22.076  0.98
25.455 23.584  0.96
25.074 23.271  0.83
24.548 22.779  1.00
25.116 23.356  0.93
25.546 23.638  0.92
20.194 19.414  0.99
24.538 22.788  1.00
20.490 19.672  0.98
22.828 21.459  0.99
18.583 17.960  1.00
26.351 24.292  0.00
27.257 26.038  0.05
26.775 24.722  0.05
25.419 23.569  0.60
27.672 26.978  0.06
20.246 19.470  0.98
21.115 20.180  0.98
24.616 22.866  0.82
23.130 21.652  0.99
23.963 22.300  0.99
24.968 23.142  0.81
23.547 21.880  0.98
27.349 26.609  0.07
21.793 20.683  1.00
21.658 20.598  0.98
23.882 22.275  0.97
23.198 21.675  0.74
23.141 21.647  0.81
25.589 23.780  0.60
23.051 21.607  0.99
27.568 26.735  0.08
25.321 23.497  0.89
25.043 23.254  0.94
25.256 23.368  0.96
23.867 22.250  1.00
20.169 19.387  0.98
19.893 19.161  0.98
21.410 20.401  0.98
22.215 20.999  0.99
23.301 21.762  0.98
25.302 23.428  0.97
26.313 24.363  0.88
25.407 23.557  0.71
26.964 26.565  0.33
27.218 24.964  0.00
24.931 23.060  0.62
22.724 21.353  0.94
27.583 26.867  0.01
24.731 22.914  0.80
19.981 19.253  0.98
25.467 23.527  0.42
26.234 24.295  0.99
23.462 21.950  1.00
22.395 21.104  0.99
24.773 24.946  0.94
25.758 23.809  0.07
25.740 23.868  0.22
26.680 25.798  0.00
22.877 21.479  0.99
23.406 21.866  0.19
25.367 23.474  0.03
25.478 23.532  0.83
26.131 24.114  0.14
23.656 21.915  0.88
20.778 19.890  0.98
22.462 21.151  0.98
27.326 26.543  0.20
24.798 22.951  1.00
24.402 22.704  0.94
23.625 22.056  0.88
18.601 17.998  1.00
24.673 22.886  1.00
26.880 26.426  0.05
21.219 20.249  0.98
23.891 22.249  0.93
25.723 23.809  1.00
23.917 22.277  0.89
26.039 24.032  0.95
21.747 20.637  1.00
25.498 23.538  0.56
21.809 20.720  1.00
26.996 25.127  0.00
24.614 22.806  0.97
27.506 26.426  0.08
23.614 22.068  1.00
19.168 18.521  0.99
24.566 22.773  0.92
24.579 22.751  0.97
20.583 19.745  1.00
23.458 21.915  1.00
24.528 22.800  0.97
25.059 23.240  0.96
21.249 20.282  0.99
23.063 21.600  0.98
25.912 23.897  0.48
24.374 22.697  0.98
25.964 23.912  0.98
23.078 21.573  0.59
21.298 20.338  0.98
23.620 22.096  0.18
23.048 21.565  1.00
23.820 22.189  0.03
24.591 22.830  1.00
21.839 20.712  1.00
25.298 23.401  1.00
25.648 23.702  0.98
24.001 22.364  0.89
26.142 24.102  0.38
24.571 22.701  0.94
25.766 23.803  0.23
18.524 17.917  0.98
23.175 21.688  0.99
23.887 22.226  1.00
23.690 21.387  1.00
24.797 23.087  0.64
21.856 20.713  0.99
18.638 18.036  0.99
24.519 22.782  0.95
18.747 18.146  1.00
24.264 22.615  0.92
27.450 26.943  0.04
24.296 22.493  1.00
26.054 24.108  0.17
24.286 22.599  0.98
19.138 18.525  0.99
27.372 26.705  0.01
26.853 24.748  0.00
23.995 22.380  0.97
23.861 22.242  0.84
24.411 22.707  0.87
19.729 19.021  1.00
23.986 22.317  1.00
27.167 24.905  0.00
27.642 26.292  0.07
20.518 19.723  1.00
26.348 24.340  0.84
23.135 21.678  0.88
27.339 26.791  0.01
26.027 24.096  0.92
24.148 22.470  1.00
22.696 21.317  0.99
23.087 21.611  0.97
26.395 24.474  0.07
24.404 22.671  0.48
22.084 20.916  1.00
21.899 20.765  0.85
24.796 23.039  1.00
24.936 23.067  0.04
24.309 22.650  0.98
25.917 23.920  0.81
25.167 23.186  0.01
21.008 20.107  0.98
23.366 21.831  0.98
27.349 26.716  0.15
23.363 21.841  0.99
20.170 19.413  0.98
21.745 20.657  0.99
25.297 23.535  0.03
23.506 21.939  1.00
22.362 21.081  0.98
26.474 25.519  0.00
24.920 23.189  0.80
26.014 23.929  0.97
24.800 23.025  0.90
19.726 19.015  0.99
25.377 23.416  0.02
24.888 23.087  1.00
26.758 26.583  0.00
19.966 19.268  0.98
19.208 18.555  0.98
25.336 23.430  0.05
22.841 21.444  0.56
18.681 18.065  0.98
23.818 22.220  0.77
22.090 20.879  0.98
25.691 23.764  0.87
20.173 19.391  0.99
21.100 20.153  0.98
24.501 22.795  1.00
26.888 24.193  0.39
24.904 22.959  0.92
21.089 20.156  0.98
25.873 23.861  0.93
20.977 20.063  0.96
26.972 26.621  0.77
23.111 21.643  0.99
25.519 23.659  0.02
26.342 24.090  0.96
26.609 26.247  0.00
24.109 22.300  0.97
18.861 18.226  1.00
23.519 21.939  0.78
24.631 22.911  0.97
21.134 20.202  1.00
22.520 21.220  1.00
23.683 22.099  0.91
23.465 21.921  0.99
23.795 22.172  0.83
19.354 18.685  1.00
23.834 22.190  0.98
26.627 26.501  0.43
22.470 20.991  1.00
25.160 23.345  0.29
24.602 22.819  0.98
21.891 20.745  1.00
24.909 22.975  0.96
27.521 26.523  0.01
22.352 21.083  0.99
25.505 23.569  0.42
22.771 21.378  0.99
23.797 22.192  0.98
24.703 22.961  0.98
20.676 19.822  0.98
26.598 24.633  0.39
21.651 21.681  0.98
24.708 22.939  0.86
20.758 19.883  1.00
27.227 26.668  0.14
25.142 23.338  0.93
26.465 26.520  0.00
23.993 22.360  1.00
20.306 19.576  0.98
25.695 23.740  0.29
27.465 26.612  0.01
25.098 23.244  0.92
25.437 23.609  0.30
27.882 26.229  0.01
25.489 23.528  1.00
21.459 20.433  0.83
24.936 23.082  0.53
24.319 22.637  0.75
27.175 26.436  0.01
19.366 18.731  0.99
27.388 26.844  0.08
24.654 22.855  0.99
24.495 22.742  1.00
22.417 21.082  0.94
20.469 19.650  0.98
27.055 26.472  0.00
24.617 22.784  0.90
24.841 23.100  0.66
19.291 18.658  0.98
20.032 19.288  0.98
27.294 27.016  0.71
24.145 22.473  0.98
26.933 24.692  0.30
25.106 23.298  0.93
24.154 22.485  0.92
26.749 24.663  0.01
19.087 18.454  1.00
25.148 23.287  0.99
19.478 18.826  0.99
25.115 23.256  0.82
23.574 21.994  0.98
26.899 25.355  0.00
21.325 20.337  0.98
20.257 19.465  1.00
24.536 22.787  0.97
27.000 24.958  0.00
26.714 24.564  0.57
24.310 22.382  0.73
22.277 20.911  0.23
27.033 26.437  0.01
25.358 23.583  0.79
27.383 26.510  0.09
26.153 24.106  0.00
18.555 17.942  1.00
24.486 22.790  0.98
23.362 21.836  1.00
24.638 22.829  1.00
25.766 23.900  0.91
23.400 21.875  0.93
26.836 24.699  0.76
23.233 21.750  1.00
27.311 26.372  0.00
24.508 22.738  0.71
24.571 22.684  1.00
26.995 25.986  0.00
26.588 24.405  0.87
24.645 22.895  0.99
25.542 23.644  0.91
24.455 22.717  0.03
26.533 24.502  0.39
25.028 23.221  0.82
25.281 23.733  0.01
20.633 19.856  0.98
25.112 23.279  0.88
26.306 24.201  0.00
21.356 20.355  1.00
24.966 23.110  1.00
24.404 22.710  0.93
24.176 22.514  0.98
15.132 14.096  1.00
25.205 23.252  0.46
24.099 22.409  0.82
27.471 24.956  0.46
26.072 24.017  0.63
19.824 19.101  0.98
23.739 22.296  0.24
20.073 19.335  1.00
24.407 22.704  0.77
24.051 22.916  0.03
23.194 21.728  0.92
25.139 23.303  0.97
24.689 22.944  0.99
25.092 23.256  0.96
26.519 24.388  0.08
25.491 23.612  0.93
23.805 22.176  1.00
24.886 25.377  0.01
26.546 26.302  0.00
27.710 26.216  0.00
26.581 25.824  0.00
27.609 26.775  0.01
24.195 22.540  1.00
24.289 22.560  0.93
23.840 22.147  0.65
24.310 22.592  0.95
21.355 20.359  0.98
27.437 25.359  0.03
21.779 20.670  1.00
23.834 22.222  1.00
19.841 19.144  0.98
26.393 25.082  0.01
21.568 20.524  0.99
24.113 22.417  0.98
25.896 23.898  0.70
25.857 23.928  0.92
26.354 24.466  0.90
23.812 22.217  0.98
23.012 21.583  0.98
25.621 23.707  0.96
26.992 26.714  0.63
24.607 22.896  1.00
26.365 24.399  0.91
27.150 26.357  0.01
26.117 24.128  0.68
27.287 26.536  0.08
27.421 26.676  0.01
21.018 20.097  0.99
25.407 23.542  0.29
23.378 21.845  0.98
25.549 23.573  0.99
20.305 19.538  1.00
26.423 24.305  0.83
24.416 22.696  1.00
24.019 22.334  1.00
25.550 23.603  0.74
26.784 24.539  0.86
26.884 24.886  0.00
23.484 21.946  1.00
23.627 22.080  1.00
26.472 24.430  0.86
24.998 23.107  1.00
25.489 23.553  0.88
23.866 22.214  1.00
26.758 24.148  0.93
26.155 24.473  0.84
23.370 21.820  0.98
24.670 22.875  0.98
14.789 14.118  0.95
22.787 21.378  1.00
25.635 23.658  0.21
24.015 22.373  0.95
27.499 26.423  0.00
21.492 20.481  0.98
23.906 22.277  0.98
23.796 22.226  0.98
24.381 22.659  0.95
26.859 26.132  0.05
19.455 18.803  0.99
26.942 24.715  0.61
22.904 21.468  0.99
23.195 21.550  0.97
25.443 23.574  0.99
25.923 25.012  0.00
20.919 20.016  0.98
20.265 19.472  0.98
26.187 26.600  0.00
21.142 20.226  0.98
24.998 23.214  0.84
26.317 24.336  0.66
24.395 22.645  0.61
24.718 22.977  0.99
19.690 19.005  1.00
23.287 21.773  0.96
24.941 23.116  1.00
18.263 17.635  0.99
24.562 22.803  0.97
26.821 26.324  0.69
26.847 24.915  0.00
24.928 23.212  0.53
19.493 18.811  0.99
26.235 24.218  0.21
20.542 19.728  1.00
26.602 24.649  0.00
25.599 23.713  0.76
26.893 26.087  0.00
19.269 18.616  1.00
24.979 23.133  0.91
22.925 21.414  0.99
24.536 22.803  1.00
26.032 23.990  0.07
24.500 22.796  0.98
24.524 22.682  0.76
26.555 24.439  0.00
19.876 19.128  0.98
22.270 21.143  1.00
24.823 23.055  0.85
26.895 26.318  0.08
25.488 23.606  0.97
24.174 22.467  1.00
25.216 23.239  0.91
21.049 20.095  0.95
23.133 21.663  0.88
18.546 17.909  0.99
27.525 26.424  0.00
23.879 22.229  1.00
26.838 24.805  0.04
24.717 22.961  0.93
27.041 26.274  0.00
19.560 18.891  1.00
23.160 21.714  1.00
18.744 18.107  1.00
26.383 24.552  0.84
26.210 25.787  0.42
22.981 21.532  0.90
26.232 24.244  0.64
24.595 22.794  0.81
25.075 23.209  0.87
19.915 19.193  1.00
26.480 25.946  0.00
21.073 20.145  0.98
26.887 25.759  0.00
25.196 23.304  0.29
24.069 22.389  0.86
21.006 20.101  1.00
24.579 22.818  0.94
27.077 24.802  0.68
22.660 21.284  1.00
25.204 23.378  0.93
24.323 22.608  1.00
27.457 26.648  0.00
24.950 23.097  0.97
25.244 22.977  0.01
24.529 22.800  0.98
24.662 22.856  0.98
24.571 22.825  0.99
24.623 22.887  0.97
24.179 22.488  0.48
21.070 20.121  0.98
25.190 23.301  1.00
19.161 18.508  1.00
22.657 21.317  0.99
27.019 25.904  0.00
26.474 24.376  0.44
26.264 24.288  0.10
23.532 21.987  0.98
23.440 21.901  1.00
26.377 24.229  0.00
25.965 24.035  0.04
24.680 22.908  1.00
24.742 22.953  0.98
21.742 20.637  0.99
24.680 22.898  1.00
21.391 20.382  0.98
24.773 22.890  0.18
27.398 26.312  0.08
24.802 22.956  0.99
25.861 23.965  1.00
27.157 25.923  0.15
20.058 19.288  0.98
26.991 24.947  0.63
21.613 20.543  0.99
23.040 21.549  0.98
24.465 22.736  0.98
18.584 17.967  1.00
26.643 24.773  0.00
23.292 21.755  0.98
24.153 22.501  0.57
26.032 23.951  0.78
21.002 20.083  0.98
25.747 25.645  0.98
23.859 22.275  1.00
19.600 18.901  0.98
27.150 24.994  0.73
26.941 26.198  0.00
27.188 26.612  0.00
24.669 22.894  0.99
26.562 24.735  0.25
24.196 22.524  0.89
23.618 22.012  0.97
21.171 20.113  0.98
18.562 17.864  1.00
25.482 23.646  0.85
27.534 26.602  0.01
26.067 24.530  0.01
25.183 23.365  0.92
24.061 22.312  0.84
20.430 19.629  0.98
24.572 22.856  0.81
20.977 20.055  0.98
21.371 20.357  0.98
23.943 22.309  0.87
26.926 24.719  0.76
23.130 21.666  0.99
25.008 23.247  0.98
25.269 23.385  0.77
20.222 19.423  1.00
23.457 21.875  0.72
25.528 23.664  0.98
23.983 22.319  0.97
24.024 22.435  0.86
20.971 20.062  0.99
27.203 26.652  0.07
20.328 19.529  1.00
23.322 21.803  0.98
21.822 20.709  1.00
26.857 26.253  0.00
25.770 23.817  0.03
24.925 23.080  0.77
26.199 23.955  0.91
27.502 26.692  0.01
23.564 21.981  1.00
21.973 20.812  0.98
23.995 22.308  1.00
26.558 25.541  0.00
21.108 20.161  0.99
24.899 23.090  0.90
26.790 24.526  0.04
27.075 26.337  0.00
23.931 22.258  0.32
23.417 21.880  0.80
26.778 25.948  0.29
24.721 22.992  0.91
19.497 18.836  0.98
24.846 22.999  0.99
27.573 26.598  0.15
26.598 26.632  0.11
20.861 19.977  0.98
23.059 21.628  0.64
25.276 23.406  0.98
27.268 26.681  0.10
21.484 20.473  1.00
28.084 26.693  0.07
25.411 23.543  0.30
25.374 23.489  0.52
24.253 22.558  0.98
24.862 23.020  0.02
25.848 23.894  0.97
19.122 18.462  1.00
22.398 21.123  1.00
17.291 16.436  1.00
24.612 22.831  0.99
23.342 21.871  0.06
24.928 23.120  1.00
25.178 23.386  0.01
21.405 20.394  0.98
25.525 23.686  0.95
25.343 23.548  0.07
23.214 21.723  1.00
21.647 20.594  0.98
26.262 24.196  0.92
24.726 22.965  0.77
21.753 20.650  0.98
19.587 18.923  0.98
26.022 23.925  0.91
25.464 23.559  0.02
26.402 24.334  0.90
24.657 22.910  0.99
24.732 22.981  0.92
25.278 23.322  0.05
20.901 19.991  0.98
25.307 23.461  0.75
25.186 23.363  0.82
21.616 20.538  0.98
24.550 22.821  0.75
24.571 22.809  0.99
26.789 24.834  0.00
25.066 23.237  0.98
27.490 26.543  0.01
18.121 17.456  1.00
24.121 22.456  0.87
24.620 22.895  0.53
25.054 23.118  0.02
24.928 23.072  1.00
24.073 22.448  0.83
25.761 23.835  0.14
24.554 22.818  0.82
20.515 19.684  0.98
26.105 24.116  0.14
25.880 25.340  0.00
25.320 23.444  0.99
24.819 23.009  0.84
24.927 23.057  0.89
24.222 22.619  0.39
27.485 26.545  0.01
18.992 18.387  1.00
27.062 26.528  0.73
27.420 26.601  0.11
23.979 22.337  0.82
25.516 24.889  0.01
27.380 26.214  0.01
26.928 26.169  0.01
26.393 24.428  0.00
27.379 26.491  0.01
26.476 26.419  0.00
26.214 25.912  0.01
18.738 18.086  0.98
22.302 21.044  0.99
25.840 23.899  0.04
24.597 22.848  0.43
27.238 25.061  0.17
27.279 26.631  0.00
24.808 23.017  0.66
22.533 21.197  0.99
26.872 25.807  0.16
25.095 23.188  0.17
21.615 20.553  0.98
27.237 26.686  0.02
19.447 18.772  0.98
23.591 22.094  0.21
25.489 23.561  0.77
19.126 18.443  1.00
20.103 19.336  0.98
24.921 23.122  0.28
24.308 22.578  0.71
19.509 18.846  1.00
24.519 22.779  0.16
24.492 22.787  0.96
24.497 22.796  0.99
27.386 25.390  0.00
24.262 22.562  0.76
24.772 22.971  0.37
23.913 22.259  0.99
26.143 26.688  0.00
24.769 24.448  0.01
27.361 26.754  0.00
